date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:00:07	2575/2575	---M--	200	added ('OK')	image/gif	etag:%2248100d-a0f-4722446429380%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/AltovaLogo.gif	www.cs.iastate.edu/_cs363/AltovaLogo.gif	(from )
23:00:07	11720/11720	---M--	200	added ('OK')	text/html	etag:%224a02c3-2dc8-4ce0157ec83b3%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/04_DOM_API/Project_4.htm	www.cs.iastate.edu/_cs363/Projects/04_DOM_API/Project_4.htm	(from )
23:00:08	6166/6166	---M--	200	added ('OK')	image/jpeg	etag:%224a0263-1816-4c88e5c579ec0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Getting_Help/Shashi_K_Gadia.jpg	www.cs.iastate.edu/_cs363/Getting_Help/Shashi_K_Gadia.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:09	342/342	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Dec%202012%2005:00:06%20GMT	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/XML-Introduction.pdf	www.cs.iastate.edu/_cs363/Resources/XML-Introduction.e.delayed	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:09	12113/12113	---M--	200	added ('OK')	text/html	etag:%224816d7-2f51-4c9653a030940%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/01_Opt/Opt_Exercises.Fall-2012.htm	www.cs.iastate.edu/_cs363/Homeworks/01_Opt/Opt_Exercises.Fall-2012.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:10	6906/6906	---M--	200	added ('OK')	text/html	etag:%224816f4-1afa-4cb4d1325b040%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/01_Opt/Opt_Solution.Fall2012.htm	www.cs.iastate.edu/_cs363/Homeworks/01_Opt/Opt_Solution.Fall2012.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:10	2959/2959	---M--	200	added ('OK')	text/html	etag:%224816ea-b8f-4cab34ce00d8a%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/02_ER/ER_Exercises.htm	www.cs.iastate.edu/_cs363/Homeworks/02_ER/ER_Exercises.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:10	3037/3037	---M--	200	added ('OK')	text/html	etag:%224816f7-bdd-4ba0c4b448c00%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/02_ER/ER_Solution.html	www.cs.iastate.edu/_cs363/Homeworks/02_ER/ER_Solution.html	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:10	3997/3997	---M--	200	added ('OK')	text/html	etag:%224816e2-f9d-4cb02ae340e8f%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/03_OODB/OO_Exercises.htm	www.cs.iastate.edu/_cs363/Homeworks/03_OODB/OO_Exercises.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:10	4956/4956	---M--	200	added ('OK')	text/html	etag:%22481711-135c-4cdd770d0296f%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/04_FDs/FD_Exercises.htm	www.cs.iastate.edu/_cs363/Homeworks/04_FDs/FD_Exercises.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:11	17563/17563	---M--	200	added ('OK')	text/html	etag:%2248177c-449b-4cf91bb4e5600%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/04_FDs/FD_Solutions.htm	www.cs.iastate.edu/_cs363/Homeworks/04_FDs/FD_Solutions.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:11	5553/5553	---M--	200	added ('OK')	text/html	etag:%22481712-15b1-4cdd770d05468%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/05_InfoInt/InfoInt_Exercises.htm	www.cs.iastate.edu/_cs363/Homeworks/05_InfoInt/InfoInt_Exercises.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:12	6485/6485	---M--	200	added ('OK')	text/html	etag:%2248177d-1955-4cf91bc2d50fc%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/05_InfoInt/InfoInt_Solution.htm	www.cs.iastate.edu/_cs363/Homeworks/05_InfoInt/InfoInt_Solution.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:12	12618/12618	---M--	200	added ('OK')	application/pdf	etag:%224a02d3-314a-4c8f7b771abc0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/SubmissionCoverSheet.pdf	www.cs.iastate.edu/_cs363/Resources/SubmissionCoverSheet.pdf	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:12	4150/4150	---M--	200	added ('OK')	text/html	etag:%224a0288-1036-4c87f25d59a00%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/00_Logistics/Project_0.htm	www.cs.iastate.edu/_cs363/Projects/00_Logistics/Project_0.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:12	18422/18422	---M--	200	added ('OK')	text/html	etag:%224a028b-47f6-4c8e4d961b300%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/01_SQL/Project_SQL.htm	www.cs.iastate.edu/_cs363/Projects/01_SQL/Project_SQL.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:13	7582/7582	---M--	200	added ('OK')	text/html	etag:%224a029f-1d9e-4b8f8a22b75c0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/02_JDBC/Top_Instructors.htm	www.cs.iastate.edu/_cs363/Projects/02_JDBC/Top_Instructors.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:13	9253/9253	---M--	200	added ('OK')	text/html	etag:%224a02a0-2425-4cc6b8a409db2%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/03_XQuery/Project_XQuery.htm	www.cs.iastate.edu/_cs363/Projects/03_XQuery/Project_XQuery.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:13	1990/1990	---M--	200	added ('OK')	text/html	etag:%224a0287-7c6-48f38bc4dd2c0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Secure_Shell.htm	www.cs.iastate.edu/_cs363/Projects/Secure_Shell.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:14	513/513	---M--	200	added ('OK')	text/plain	etag:%224a02f9-201-4ac0820644280%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Software_Systems/Java/Java_Demo.java	www.cs.iastate.edu/_cs363/Software_Systems/Java/Java_Demo.java	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:15	1056/1056	---M--	200	added ('OK')	text/plain	etag:%224a02f8-420-4b6baf508a780%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Software_Systems/Java/Java_Demo.bat.txt	www.cs.iastate.edu/_cs363/Software_Systems/Java/Java_Demo.bat.txt	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:25	103896/103896	---M--	200	added ('OK')	image/jpeg	etag:%224a0264-195d8-4c88e5beccf00%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Getting_Help/YetianChen.jpg	www.cs.iastate.edu/_cs363/Getting_Help/YetianChen.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:26	4175/4175	---M--	200	added ('OK')	text/plain	etag:%224a02ee-104f-4ae1dec903140%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Software_Systems/JDBC/JDBC_Demo.java	www.cs.iastate.edu/_cs363/Software_Systems/JDBC/JDBC_Demo.java	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:26	207/207	---M--	200	added ('OK')	text/plain	etag:%224a02f0-cf-4ae9e21901880%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Software_Systems/JDBC/JDBC_Demo_Output.txt	www.cs.iastate.edu/_cs363/Software_Systems/JDBC/JDBC_Demo_Output.txt	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:36	61079/61079	---M--	200	added ('OK')	image/jpeg	etag:%224a02ea-ee97-4ae414fa281c0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Software_Systems/JDBC/BuildPathInEclipse.JPG	www.cs.iastate.edu/_cs363/Software_Systems/JDBC/BuildPathInEclipse.JPG	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:36	1089/1089	---M--	200	added ('OK')	text/plain	etag:%224a02ed-441-4b6bb27294bc0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Software_Systems/JDBC/JDBC_Demo.bat.txt	www.cs.iastate.edu/_cs363/Software_Systems/JDBC/JDBC_Demo.bat.txt	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:37	9132/9132	---M--	200	added ('OK')	text/html	etag:%224a030e-23ac-47548e04bc600%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/01_Test/Sample_Test_01.htm	www.cs.iastate.edu/_cs363/Tests/01_Test/Sample_Test_01.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:52	93857/93857	---M--	200	added ('OK')	application/pdf	etag:%224a0311-16ea1-4ba0bafc25dc0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/01_Test/Sample_Test_01_And_Solutions.pdf	www.cs.iastate.edu/_cs363/Tests/01_Test/Sample_Test_01_And_Solutions.pdf	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:52	5278/5278	---M--	200	added ('OK')	text/html	etag:%224a0312-149e-478edaf642200%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/02_Test/Sample_Test_02.htm	www.cs.iastate.edu/_cs363/Tests/02_Test/Sample_Test_02.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:53	14912/14912	---M--	200	added ('OK')	text/html	etag:%224a0313-3a40-4bde40c283f40%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/02_Test/Sample_Test_02_Solutions.htm	www.cs.iastate.edu/_cs363/Tests/02_Test/Sample_Test_02_Solutions.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:56	15352/15352	---M--	200	added ('OK')	application/pdf	etag:%224a11d0-3bf8-4d0699b1e5f49%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Reports/363_Fall_2012.pdf	www.cs.iastate.edu/_cs363/Reports/363_Fall_2012.pdf	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:00:56	8704/8704	---M--	200	added ('OK')	text/html	etag:%224a02c2-2200-4cdd8b753369f%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/04_DOM_API/JDBC_VS_JDBCX.htm	www.cs.iastate.edu/_cs363/Projects/04_DOM_API/JDBC_VS_JDBCX.htm	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:01:39	512707/512707	---M--	200	added ('OK')	application/x-java-archive	etag:%224a02db-7d2c3-4c87f950e8080%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/mysql-connector-java-5.0.5.jar	www.cs.iastate.edu/_cs363/Resources/mysql-connector-java-5.0.5.jar	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:01:39	1821/1821	---M--	200	added ('OK')	image/gif	etag:%224816f6-71d-4af0687367400%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/01_Opt/UnoptimizedTree.gif	www.cs.iastate.edu/_cs363/Homeworks/01_Opt/UnoptimizedTree.gif	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:01:40	2041/2041	---M--	200	added ('OK')	image/gif	etag:%224816f5-7f9-4af0687fcd140%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/01_Opt/OptimizedTree.gif	www.cs.iastate.edu/_cs363/Homeworks/01_Opt/OptimizedTree.gif	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:01:41	538074/538074	---M--	200	added ('OK')	application/pdf	etag:%224a02d4-835da-4b6ad9f2d82c0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/TKDE-2010-07-0425.R1_Zhao.pdf	www.cs.iastate.edu/_cs363/Resources/TKDE-2010-07-0425.R1_Zhao.pdf	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:01:46	25362/25362	---M--	200	added ('OK')	image/jpeg	etag:%224816e7-6312-4cab34cdf51de%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/02_ER/question3.jpg	www.cs.iastate.edu/_cs363/Homeworks/02_ER/question3.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:01:50	61001/61001	---M--	200	added ('OK')	image/jpeg	etag:%224816eb-ee49-4cab34ce05720%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/02_ER/question1.jpg	www.cs.iastate.edu/_cs363/Homeworks/02_ER/question1.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:01:56	40303/40303	---M--	200	added ('OK')	image/jpeg	etag:%224816e9-9d6f-4cab34cdfdeb6%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/02_ER/question5.jpg	www.cs.iastate.edu/_cs363/Homeworks/02_ER/question5.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:01:57	4819/4819	---M--	200	added ('OK')	image/gif	etag:%224816e4-12d3-4bbf092c87b00%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/03_OODB/OO_Figure.gif	www.cs.iastate.edu/_cs363/Homeworks/03_OODB/OO_Figure.gif	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:01:59	79631/79631	---M--	200	added ('OK')	image/jpeg	etag:%224816e8-1370f-4cab34cdfa342%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/02_ER/question4.jpg	www.cs.iastate.edu/_cs363/Homeworks/02_ER/question4.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:02:00	17395/17395	---M--	200	added ('OK')	image/jpeg	etag:%2248170f-43f3-4cf91bb4e81ef%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/04_FDs/fig1.jpg	www.cs.iastate.edu/_cs363/Homeworks/04_FDs/fig1.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Homeworks/Homeworks.htm)
23:02:01	8615/8615	---M--	200	added ('OK')	application/zip	etag:%224a02d1-21a7-4b76b3c116800%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/SQL_Project_Files.zip	www.cs.iastate.edu/_cs363/Resources/SQL_Project_Files.zip	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projects.htm)
23:02:07	40566/40566	---M--	200	added ('OK')	image/jpeg	etag:%224a0282-9e76-48f2330f78dc0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projec1.jpg	www.cs.iastate.edu/_cs363/Projects/Projec1.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projects.htm)
23:02:11	18346/18346	---M--	200	added ('OK')	image/jpeg	etag:%224a0283-47aa-48f2330f78dc0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projec2.jpg	www.cs.iastate.edu/_cs363/Projects/Projec2.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projects.htm)
23:02:15	88002/88002	---M--	200	added ('OK')	application/zip	etag:%224a02d5-157c2-4b0b0c5cb2480%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/UniversityDB_Datasets.zip	www.cs.iastate.edu/_cs363/Resources/UniversityDB_Datasets.zip	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projects.htm)
23:02:23	73954/73954	---M--	200	added ('OK')	image/jpeg	etag:%224a0285-120e2-48f38c83994c0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Secure1.jpg	www.cs.iastate.edu/_cs363/Projects/Secure1.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projects.htm)
23:02:26	73296/73296	---M--	200	added ('OK')	image/jpeg	etag:%224a0286-11e50-48f38c83994c0%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Secure2.jpg	www.cs.iastate.edu/_cs363/Projects/Secure2.jpg	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Projects/Projects.htm)
23:30:59	22030835/22030835	---M--	200	added ('OK')	application/zip	etag:%224a02cb-15029f3-4c887360ffc00%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/CyDIW_Root.zip	www.cs.iastate.edu/_cs363/Resources/CyDIW_Root.zip	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
23:30:59	38691/38691	---M--	200	added ('OK')	text/css	etag:%224a030d-9723-47548e04bc600%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/01_Test/Sample_Test_01.css	www.cs.iastate.edu/_cs363/Tests/01_Test/Sample_Test_01.css	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/Tests.htm)
23:31:01	4387/4387	---M--	200	added ('OK')	image/gif	etag:%224a0310-1123-47548e04bc600%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/01_Test/Sample_Test_01_And_Solutions.fm-1.gif	www.cs.iastate.edu/_cs363/Tests/01_Test/Sample_Test_01_And_Solutions.fm-1.gif	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/Tests/Tests.htm)
23:32:19	23714862/23714862	---M--	200	added ('OK')	application/zip	etag:%224a02cf-169dc2e-4cdd8b0b4b0b9%22	http://coms363:goto363@www.cs.iastate.edu/~cs363/Resources/P4_Demo.zip	www.cs.iastate.edu/_cs363/Resources/P4_Demo.zip	(from http://coms363:goto363@www.cs.iastate.edu/~cs363/index.html)
